File;Page No;Line No;Headline;Category;Table Headline;Item List Headline;Name;Parameter;Comment;Description;Source
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_17;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_18;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_19;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_20;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_21;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_22;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_23;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_24;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_25;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_26;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_27;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8861;21. Built-in Variables and Constants;Events and MIDI;;;$MARK_28;;;"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8867;21. Built-in Variables and Constants;Events and MIDI;;;%CC;controller-number;;"This variable array contains the current value for the specified MIDI CC (continuous controller)
message.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8872;21. Built-in Variables and Constants;Events and MIDI;;;$CC_NUM;;;"This variable contains the MIDI CC (continuous controller) number of the controller which triggered
the on controller callback.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8877;21. Built-in Variables and Constants;Events and MIDI;;;%CC_TOUCHED;controller-number;;"This variable array updates itself whenever a MIDI CC value is changed - 1 if the specified MIDI CC
value has changed, 0 otherwise.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8882;21. Built-in Variables and Constants;Events and MIDI;;;$EVENT_ID;;;"This variable contains the unique ID number of the event which triggered the on note or on
release callback.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8887;21. Built-in Variables and Constants;Events and MIDI;;;$CURRENT_EVENT;;;"This variable contains the unique ID number of the currently selected MIDI event, i.e. the MIDI event
at the position marker.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8892;21. Built-in Variables and Constants;Events and MIDI;;;$EVENT_NOTE;;;"This variable contains the note number of the event which triggered the on note or on release
callback.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;261;8897;21. Built-in Variables and Constants;Events and MIDI;;;$EVENT_VELOCITY;;;This variable contains the velocity of the note which triggered the on note callback.;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8905;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par() and get_event_par();$EVENT_PAR_0;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8905;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par() and get_event_par();$EVENT_PAR_1;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8905;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par() and get_event_par();$EVENT_PAR_2;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8905;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par() and get_event_par();$EVENT_PAR_3;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8906;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par() and get_event_par();$EVENT_PAR_VOLUME;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8907;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par() and get_event_par();$EVENT_PAR_PAN;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8908;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par() and get_event_par();$EVENT_PAR_TUNE;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8909;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par() and get_event_par();$EVENT_PAR_NOTE;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8910;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par() and get_event_par();$EVENT_PAR_VELOCITY;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8911;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par() and get_event_par();$EVENT_PAR_MIDI_CHANNEL;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8913;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par_arr() and get_event_par_arr();$EVENT_PAR_ALLOW_GROUP;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8914;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par_arr() and get_event_par_arr();$EVENT_PAR_CUSTOM;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8915;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par_arr() and get_event_par_arr();$EVENT_PAR_MOD_VALUE_ID;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8916;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with set_event_par_arr() and get_event_par_arr();$EVENT_PAR_MOD_VALUE_EX_ID;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8918;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with get_event_par() only;$EVENT_PAR_SOURCE;;(-1 if event originates from outside, otherwise slot number 0 ... 4);;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8919;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with get_event_par() only;$EVENT_PAR_PLAY_POS;;(Returns the absolute position of the play cursor within a zone in microseconds);"• $EVENT_PAR_ZONE_ID (Returns the zone ID of the event- Can only be used with active events.
Returns -1 if no zone is triggered. Returns the highest zone ID if more than one zone is triggered by the event. Make sure the voice is running by writing e.g. wait (1) before retrieving the zone ID!)
Event parameters to be used with set_event_par() and get_event_par() in multi scripts";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8924;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;only;$EVENT_PAR_MIDI_COMMAND;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8925;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;only;$EVENT_PAR_MIDI_BYTE_1;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8926;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;only;$EVENT_PAR_MIDI_BYTE_2;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8928;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with mf_set_event_par() and mf_get_event_par();$EVENT_PAR_POS;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8929;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with mf_set_event_par() and mf_get_event_par();$EVENT_PAR_NOTE_LENGTH;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8930;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with mf_set_event_par() and mf_get_event_par();$EVENT_PAR_ID;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8931;21. Built-in Variables and Constants;Events and MIDI;Event Parameter Constants;Event parameters to be used with mf_set_event_par() and mf_get_event_par();$EVENT_PAR_TRACK_NR;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8934;21. Built-in Variables and Constants;Events and MIDI;;;%EVENT_PAR;event-par;;"This variable array contains values of $EVENT_PAR_0... $EVENT_PAR_3 along with
$EVENT_PAR_CUSTOM indices 4-15, valid for $EVENT_ID.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8941;21. Built-in Variables and Constants;Events and MIDI;Event Status Constants;These are values returned by event_status() command;$EVENT_STATUS_INACTIVE;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8942;21. Built-in Variables and Constants;Events and MIDI;Event Status Constants;These are values returned by event_status() command;$EVENT_STATUS_NOTE_QUEUE;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;262;8944;21. Built-in Variables and Constants;Events and MIDI;Event Status Constants;Multi script only;$EVENT_STATUS_MIDI_QUEUE;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;263;8949;21. Built-in Variables and Constants;Events and MIDI;;;%GROUPS_AFFECTED;;;"This variable array contains indices of those groups that are affected by the current MIDI Note On or
Note Off events.
The size of the array changes depending on the number of groups the event affects, so use the
num_elements() command to get the correct array size.
The returned indices come before any allow_group() or disallow_group() commands, so it
can be used to analyze the mapping of the instrument.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;263;8958;21. Built-in Variables and Constants;Events and MIDI;;;$NOTE_HELD;;;This variable contains 1 if the key which triggered the callback is still held, 0 otherwise.;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;263;8962;21. Built-in Variables and Constants;Events and MIDI;;;%POLY_AT;note-number;;This variable array contains current values of MIDI Polyphonic Aftertouch for all MIDI note numbers.;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;263;8966;21. Built-in Variables and Constants;Events and MIDI;;;$POLY_AT_NUM;;;"This variable contains the note number of the MIDI Polyphonic Aftertouch event which triggered the
on poly_at callback.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;263;8971;21. Built-in Variables and Constants;Events and MIDI;;;$RPN_ADDRESS;;;This variable contains the address of a received RPN or NRPN message (0... 16383).;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;263;8975;21. Built-in Variables and Constants;Events and MIDI;;;$RPN_VALUE;;;This variable contains the value of a received RPN or NRPN message (0... 16383).;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;263;8979;21. Built-in Variables and Constants;Events and MIDI;;;$VCC_MONO_AT;;;"This constant specifies Virtual Continuous Controller for mono aftertouch (MIDI Channel Pressure
message), mainly for use in on controller.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;263;8984;21. Built-in Variables and Constants;Events and MIDI;;;$VCC_PITCH_BEND;;;"This constant specifies Virtual Continuous Controller for MIDI Pitch Bend messages, mainly for use
in on controller.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;263;8989;21. Built-in Variables and Constants;Events and MIDI;;;%KEY_DOWN;note-number;;This variable array contains the current state of all keys. 1 if the key is held, 0 otherwise.;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;263;8993;21. Built-in Variables and Constants;Events and MIDI;;;%KEY_DOWN_OCT;note-number;;"This variable array contains 1 if a note, independent of the octave, is held. 0 otherwise. Due to this,
the note number should be a value between 0 (C) and 11 (B).";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9000;21. Built-in Variables and Constants;Transport and Timing;;;$DISTANCE_BAR_START;;;"This variable returns the time of a MIDI Note On message in microseconds from the beginning of
the current bar, with respect to the current tempo.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9005;21. Built-in Variables and Constants;Transport and Timing;;;$DURATION_BAR;;;"This variable returns the duration in microseconds of one bar with respect to the current tempo.
It only works if the clock is running, otherwise it will return 0.
You can also retrieve the duration of one bar by using $SIGNATURE_NUM and $SIGNATURE_DENOM
in combination with various $DURATION_ constants.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9012;21. Built-in Variables and Constants;Transport and Timing;;;$DURATION_QUARTER;;;This variable returns the duration of a quarter note in microseconds, with respect to the current;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9015;21. Built-in Variables and Constants;Transport and Timing;;tempo. Also available;$DURATION_EIGHTH;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9016;21. Built-in Variables and Constants;Transport and Timing;;tempo. Also available;$DURATION_SIXTEENTH;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9017;21. Built-in Variables and Constants;Transport and Timing;;tempo. Also available;$DURATION_QUARTER_TRIPLET;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9018;21. Built-in Variables and Constants;Transport and Timing;;tempo. Also available;$DURATION_EIGHTH_TRIPLET;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9019;21. Built-in Variables and Constants;Transport and Timing;;tempo. Also available;$DURATION_SIXTEENTH_TRIPLET;;;;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9022;21. Built-in Variables and Constants;Transport and Timing;;;$ENGINE_UPTIME;;;"This variable returns the time period in milliseconds (not microseconds!) that has passed since the
instantiation of Kontakt. The engine uptime is calculated from the sample rate and can thus be
used in musical contexts, (eg. building arpeggiators or sequencers) as it remains in sync, even in an
offline bounce.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9029;21. Built-in Variables and Constants;Transport and Timing;;;$KSP_TIMER;;;"This variable returns the time period in microseconds that has passed since Kontakt was
instantiated.
It can be reset with reset_ksp_timer.
The KSP timer is based on the CPU clock and thus runs at a constant rate, regardless of whether or
not Kontakt is being used in real time. As such, it should be used to test the efficiency of scripts and
not to make musical calculations.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9038;21. Built-in Variables and Constants;Transport and Timing;;;$NI_SONG_POSITION;;;This variable returns the host’s current song position at 960 PPQ (pulses per quarter note).;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9042;21. Built-in Variables and Constants;Transport and Timing;;;$NI_TRANSPORT_RUNNING;;;This variable contains 1 if the host's transport is running, 0 otherwise.;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;264;9046;21. Built-in Variables and Constants;Transport and Timing;;;$SIGNATURE_NUM;;;This variable contains the numerator of the current time signature, i.e. 4/4.;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;265;9052;21. Built-in Variables and Constants;Transport and Timing;;;$SIGNATURE_DENOM;;;This variable contains the denominator of the current time signature, i.e. 4/4.;BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;265;9059;21. Built-in Variables and Constants;Transport and Timing;Tempo Unit Constants;;$NI_SYNC_UNIT_ABS;;(not synchronized to tempo);"These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;265;9060;21. Built-in Variables and Constants;Transport and Timing;Tempo Unit Constants;;$NI_SYNC_UNIT_WHOLE;;;"These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;265;9061;21. Built-in Variables and Constants;Transport and Timing;Tempo Unit Constants;;$NI_SYNC_UNIT_WHOLE_TRIPLET;;;"These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;265;9062;21. Built-in Variables and Constants;Transport and Timing;Tempo Unit Constants;;$NI_SYNC_UNIT_HALF;;;"These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";BUILT-IN
KSP_Reference_Manual_Fixed.txt.py;265;9063;21. Built-in Variables and Constants;Transport and Timing;Tempo Unit Constants;;$NI_SYNC_UNIT_HALF_TRIPLET;;;"These constants are used to control the unit parameter of time-related controls (e.g. Delay Time,
Envelope Attack etc.) with engine parameter variables like $ENGINE_PAR_DL_TIME_UNIT.";BUILT-IN
